Mod:Item:MetaData, Localized Name
bloodmagic:item_demon_crystal:4, Кристалл устойчивой энергии
bloodmagic:teleposition_focus:0, Фокус телепозиции
bloodmagic:teleposition_focus:1, Улучшенный фокус телепозиции
bloodmagic:teleposition_focus:2, Усиленный фокус телепозиции
bloodmagic:teleposition_focus:3, Демонический фокус телепозиции
bloodmagic:experience_tome, Том исследований
bloodmagic:blood_shard:0, Слабый кровавый осколок
bloodmagic:blood_shard:1, Демонический кровавый осколок
bloodmagic:living_armour_helmet, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_chest, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_leggings, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_boots, item.bloodmagic.livingArmour..name
bloodmagic:sentient_armour_helmet, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_chest, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_leggings, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_boots, item.bloodmagic.sentientArmour..name
bloodmagic:altar_maker, Создатель алтаря
bloodmagic:upgrade_trainer:0, Living Armour Training Bracelet
bloodmagic:arcane_ashes, Волшебный пепел
bloodmagic:monster_soul:0, Демоническая энергия
bloodmagic:monster_soul:1, Коррозионная демоническая энергия
bloodmagic:monster_soul:2, Разрушительная демоническая энергия
bloodmagic:monster_soul:3, Мстительная демоническая энергия
bloodmagic:monster_soul:4, Устойчивая демоническая энергия
bloodmagic:soul_gem:0, Маленький адский камень
bloodmagic:soul_gem:1, Небольшой адский камень
bloodmagic:soul_gem:2, Обычный адский камень
bloodmagic:soul_gem:3, Большой адский камень
bloodmagic:soul_gem:4, Великий адский камень
bloodmagic:soul_gem:0, Маленький адский камень
bloodmagic:soul_gem:1, Небольшой адский камень
bloodmagic:soul_gem:2, Обычный адский камень
bloodmagic:soul_gem:3, Большой адский камень
bloodmagic:soul_gem:4, Великий адский камень
bloodmagic:soul_gem:0, Маленький адский камень
bloodmagic:soul_gem:1, Небольшой адский камень
bloodmagic:soul_gem:2, Обычный адский камень
bloodmagic:soul_gem:3, Большой адский камень
bloodmagic:soul_gem:4, Великий адский камень
bloodmagic:soul_gem:0, Маленький адский камень
bloodmagic:soul_gem:1, Небольшой адский камень
bloodmagic:soul_gem:2, Обычный адский камень
bloodmagic:soul_gem:3, Большой адский камень
bloodmagic:soul_gem:4, Великий адский камень
bloodmagic:soul_gem:0, Маленький адский камень
bloodmagic:soul_gem:1, Небольшой адский камень
bloodmagic:soul_gem:2, Обычный адский камень
bloodmagic:soul_gem:3, Большой адский камень
bloodmagic:soul_gem:4, Великий адский камень
bloodmagic:soul_gem:0, Маленький адский камень
bloodmagic:soul_gem:1, Небольшой адский камень
bloodmagic:soul_gem:2, Обычный адский камень
bloodmagic:soul_gem:3, Большой адский камень
bloodmagic:soul_gem:4, Великий адский камень
bloodmagic:soul_snare:0, Простая ловушка
bloodmagic:sentient_sword, Разумный меч
bloodmagic:sentient_bow, Разумный лук
bloodmagic:sentient_armour_gem, Разумный камень
bloodmagic:sentient_axe, Разумный топор
bloodmagic:sentient_pickaxe, Разумная кирка
bloodmagic:sentient_shovel, Разумная лопата
bloodmagic:node_router, Node Router
bloodmagic:base_item_filter:0, Точный фильтр предметов
bloodmagic:base_item_filter:1, NBT фильтр предметов
bloodmagic:base_item_filter:2, Mod фильтр предметов
bloodmagic:base_item_filter:3, OreDict фильтр предметов
bloodmagic:base_fluid_filter:0, Фильтр жидкостей
bloodmagic:cutting_fluid:0, Базовая режущая жидкость
bloodmagic:cutting_fluid:1, Взрывчатый порошок
bloodmagic:sanguine_book, Инспектор блоков
bloodmagic:points_upgrade, item.bloodmagic.living_point_upgrade.name
bloodmagic:demon_will_gauge, Измеритель ауры демонической энергии
bloodmagic:potion_flask, Фляжка для зелий
bloodmagic:alchemic_vial, item.bloodmagic.alchemic_vial.name
bloodmagic:icarus_scroll, Свиток Икаруса
bloodarsenal:slate, tile.bloodarsenal.slate..name
bloodarsenal:blood_infused_wooden_log, Кровавое Дерево 
bloodarsenal:blood_infused_wooden_stairs, Кровавая Лестница 
bloodarsenal:blood_infused_wooden_fence, Кровавый Забор 
bloodarsenal:blood_infused_wooden_fence_gate, Кровавая Калитка 
bloodarsenal:blood_stained_glass, Кровавое Стекло 
bloodarsenal:blood_stained_glass_pane, Кровавая стеклянная Панель 
bloodarsenal:blood_torch, Кровавый Факел
bloodarsenal:blood_infused_iron_block, Блок кровавого Железа 
bloodarsenal:blood_infused_glowstone, Кровавый Светокамень 
bloodarsenal:glass_shards, Стеклянные Осколки 
bloodarsenal:block_blood_burned_string, Наполненная кровью Нить 
bloodarsenal:altare_aenigmatica, Помощник алтаря 
bloodarsenal:stasis_plate, Пластина Равновесия 
bloodarsenal:blood_capacitor, Хранилище крови 
bloodarsenal:blood_infused_wooden_planks, Кровавые Доски 
bloodarsenal:blood_infused_wooden_slab:0, Кровавый Полублок
bloodarsenal:blood_diamond:0, Кровавый Алмаз
bloodarsenal:blood_diamond:1, Инертный кровавый Алмаз
bloodarsenal:blood_diamond:2, Наполненный кровавый Алмаз
bloodarsenal:blood_diamond:3, Связанный Алмаз
bloodarsenal:base_item:0, Стеклянный осколок
bloodarsenal:base_item:1, Кровавая Палка
bloodarsenal:base_item:2, Кровавая светокаменная пыль
bloodarsenal:base_item:3, Инертный слиток Железа
bloodarsenal:base_item:4, Кровавый слиток Железа
bloodarsenal:base_item:5, Пластина Равновесия
bloodarsenal:base_item:6, Реагент Пловца
bloodarsenal:base_item:7, Реагент Эндера
bloodarsenal:base_item:8, Реагент Молнии
bloodarsenal:base_item:9, Божественный Реагент
bloodarsenal:blood_burned_string, Сгоревшая кровавая Нить 
bloodarsenal:blood_orange, Апельсин 
bloodarsenal:blood_infused_wooden_pickaxe, Кровавая деревянная Кирка 
bloodarsenal:blood_infused_wooden_axe, Кровавый деревянный Топор 
bloodarsenal:blood_infused_wooden_shovel, Кровавая деревянная Лопата 
bloodarsenal:blood_infused_wooden_sickle, Кровавая деревянная Коса 
bloodarsenal:blood_infused_wooden_sword, Кровавый деревянный Меч 
bloodarsenal:blood_infused_iron_pickaxe, Кровавая железная Кирка 
bloodarsenal:blood_infused_iron_axe, Кровавый железный Топор 
bloodarsenal:blood_infused_iron_shovel, Кровавая железная Лопата 
bloodarsenal:blood_infused_iron_sickle, Кровавая железная Коса 
bloodarsenal:blood_infused_iron_sword, Кровавый железный Меч 
bloodarsenal:glass_sacrificial_dagger, Стеклянный кинжал для Жертвоприношений 
bloodarsenal:glass_dagger_of_sacrifice, Стеклянный кинжал для Самопожертвования 
bloodarsenal:gem:0, Камень самопожертвования
bloodarsenal:gem:1, Камень пожертвования
bloodarsenal:gem:2, Камень воли
bloodarsenal:sigil_swimming, Сигил Пловца 
bloodarsenal:sigil_ender, Сигил Эндера 
bloodarsenal:sigil_augmented_holding, Сигил удлиненного использования 
bloodarsenal:sigil_lightning, Сигил Молнии
bloodarsenal:sigil_divinity, Божественный Сигил 
bloodarsenal:sigil_sentience, Сигил Разума 
bloodarsenal:bound_stick, Связанная Палка 
bloodarsenal:bound_sickle, Связанный Серп 
bloodarsenal:bound_igniter, Связанная Зажигалка 
bloodarsenal:bound_shears, Связанные Ножницы 
bloodarsenal:stasis_axe, Топор Равновесия 
bloodarsenal:stasis_pickaxe, Кирка Равновесия 
bloodarsenal:stasis_shovel, Лопата Равновесия 
bloodarsenal:stasis_sword, Меч Равновесия 
bloodarsenal:modifier_tome, Том Улучшения 
bloodarsenal:warp_blade, Лезвие клинка 
bloodarsenal:sacrifice_amulet:0, Жертвенный Амулет
bloodarsenal:self_sacrifice_amulet:0, Амулет Самопожертвования
bloodarsenal:vampire_ring, Вампирское кольцо 
bloodarsenal:soul_pendant:0, Мелкий кулон душ
bloodarsenal:soul_pendant:1, Средний кулон душ
bloodarsenal:soul_pendant:2, Обычный кулон душ
bloodarsenal:soul_pendant:3, Большой кулон душ
bloodarsenal:soul_pendant:4, Великий кулон душ
bloodarsenal:soul_pendant:0, Мелкий кулон душ
bloodarsenal:soul_pendant:1, Средний кулон душ
bloodarsenal:soul_pendant:2, Обычный кулон душ
bloodarsenal:soul_pendant:3, Большой кулон душ
bloodarsenal:soul_pendant:4, Великий кулон душ
bloodarsenal:soul_pendant:0, Мелкий кулон душ
bloodarsenal:soul_pendant:1, Средний кулон душ
bloodarsenal:soul_pendant:2, Обычный кулон душ
bloodarsenal:soul_pendant:3, Большой кулон душ
bloodarsenal:soul_pendant:4, Великий кулон душ
bloodarsenal:soul_pendant:0, Мелкий кулон душ
bloodarsenal:soul_pendant:1, Средний кулон душ
